strength,tp,fp,fn,precision,recall,f1,shd,xy_fstat,xy_proxy_p,xy_method,xy_decision
0.5,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1.1201754942228639,0.2601260941568373,protected_reject,False
0.8,5,0,1,1.0,0.8333333333333334,0.9090909090909091,1,0.5601014226937261,0.21905719336200047,protected_reject,False
1.2,5,0,1,1.0,0.8333333333333334,0.9090909090909091,1,0.25728492180751933,0.22047761132069796,protected_reject,False
1.6,5,0,1,1.0,0.8333333333333334,0.9090909090909091,1,0.13481068435882368,0.2382507330528455,protected_reject,False
2.0,4,0,2,1.0,0.6666666666666666,0.8,2,0.07700460201757052,0.258720729730027,protected_reject,False
2.5,4,0,2,1.0,0.6666666666666666,0.8,2,0.04125474450884215,0.28254022599553885,protected_reject,False
3.0,3,0,3,1.0,0.5,0.6666666666666666,3,0.02322157365180649,0.30294723298288995,protected_reject,False
